,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Tapu Durumu,Site İçerisinde,Yakıt Tipi,Yetkili Ofis,Metro İstasyonu,Durak (Otobüs),Durak (Minibüs),Otogar,Hastane,Acil Servis,Aile Sağlığı Merkezi,Sağlık Kurumları/Diğer,Üniversite,Üniversite Kampüs,İlkokul,Lise,Zincir Marketler,Bakkal/Market,Alışveriş Merkezi,Şarküteri,Rent,Kullanım Durumu,Takas,Kira Getirisi,Aidat,Cephe,Havaalanı,Gar,Poliklinik,Yüksek Okul/Akademi,Ortaokul,Gıda Satış Noktaları,Kapalı Alan M2,Açık Alan M2,Bina Sayısı,Tren İstasyonu/Şehiriçi,Tren İstasyonu/Şehirlerarası,Veteriner,Kreş/Gündüz Bakımevi
161,Ankara,Etimesgut,Yeni Bağlıca,97798-1172,18-03-2023,6 + 1,450 m2,,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"4,3 km",194 m,"5,7 km",15 km,"3,8 km","5,4 km",168 m,796 m,"1,8 km","8,1 km",227 m,222 m,155 m,527 m,"3,3 km",20 m,8.800.000 TL,Boş,Evet,25.000 TL,,"Güney, Doğu",,,,,,,,,,,,,
162,Ankara,Pursaklar,Tevfik İleri,5430-1766,05-05-2023,3 + 1,125 m2,2. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kat Mülkiyeti,,,Evet,"6,3 km",299 m,169 m,,"1,7 km","1,7 km",63 m,"2,1 km","9,6 km",7 km,155 m,726 m,50 m,13 m,"6,6 km",634 m,1.600.000 TL,Mülk Sahibi,Hayır,,,,"10,2 km",,,,,,,,,,,,
163,Ankara,Kızılcahamam,Akçay,116405-96,13-04-2023,3 + 1,120 m2,3. Kat,10 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,,,,,,,169 m,,199 m,591 m,612 m,372 m,372 m,,,216 m,263 m,170 m,36 m,,183 m,950.000 TL,,,,,,,,,,186 m,246 m,,,,,,,218 m
164,Ankara,Mamak,Şafaktepe,8972-3766,09-05-2023,3 + 1,130 m2,Kot 1,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,,,,,,,,,,,,,,,,,790.000 TL,Kiracılı,Hayır,2.000 TL,30 TL,"Güney, Doğu, Batı",,,,,,,,,,,,,
165,Ankara,Keçiören,Güçlükaya,8972-3758,26-04-2023,3 + 1,120 m2,3. Kat,25 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,Estergon Sitesi,Doğalgaz,Evet,451 m,248 m,"2,1 km",,505 m,503 m,219 m,707 m,"2,1 km","1,7 km",514 m,245 m,239 m,171 m,568 m,422 m,1.790.000 TL,Kiracılı,Hayır,2.000 TL,100 TL,"Güney, Doğu, Batı","18,2 km",,,,,,,,,,,,
166,Ankara,Çankaya,Ön Cebeci,8972-3767,26-04-2023,2 + 1,90 m2,Yüksek Giriş,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,263 m,55 m,822 m,"4,4 km",174 m,736 m,167 m,97 m,237 m,919 m,663 m,436 m,19 m,116 m,952 m,126 m,1.370.000 TL,Kiracılı,Hayır,2.000 TL,30 TL,"Güney, Doğu, Batı",,,,,,,,,,,,,
167,Ankara,Etimesgut,Piyade,113388-1768,05-05-2023,3 + 1,135 m2,3. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,7 km",142 m,"2,7 km","15,5 km",788 m,835 m,72 m,862 m,"4,6 km","7,4 km",399 m,452 m,114 m,52 m,"1,9 km",122 m,1.675.000 TL,Kiracılı,Evet,6.000 TL,20 TL,"Güney, Batı",,,,,,,,,,,,,
168,Ankara,Çankaya,Güzeltepe,53653-2270,10-05-2023,3 + 1,135 m2,1. Kat,36 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,4 km",134 m,"1,8 km",5 km,"1,2 km","1,2 km",514 m,355 m,"1,8 km","5,1 km",436 m,28 m,129 m,243 m,621 m,210 m,2.700.000 TL,Belirtilmemiş,Hayır,9.000 TL,750 TL,"Güney, Doğu, Batı",,,,,,,,,,,,,
169,Ankara,Altındağ,Gültepe,81348-619,05-05-2023,3 + 1,125 m2,6. Kat,8 Yaşında,Kombi,14 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,,Evet (Site Adı Belirtilmemiş),Doğalgaz,Evet,,,,,,,,,,,,,,,,,1.250.000 TL,Kiracılı,,,,"Kuzey, Doğu",,,,,,,,,,,,,
170,Ankara,Altındağ,Hacettepe,81348-629,05-05-2023,3 + 1,105 m2,4. Kat,45 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kat Mülkiyeti,,Doğalgaz,Evet,900 m,384 m,958 m,"3,3 km",63 m,91 m,401 m,437 m,"1,4 km","1,1 km",115 m,783 m,259 m,22 m,"2,2 km",254 m,900.000 TL,Boş,,,,"Güney, Doğu",,,,,,,,,,,,,
171,Ankara,Pursaklar,Tevfik İleri,65431-11591,10-04-2023,4 + 1,210 m2,12. Kat,Sıfır Bina,Yerden Isıtma,14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"6,1 km",112 m,203 m,,"1,7 km","1,7 km",195 m,"1,9 km","9,4 km","6,8 km",291 m,581 m,188 m,203 m,"6,5 km",475 m,3.800.000 TL,Boş,Hayır,,,,"10,4 km",,,,,,,,,,,,
172,Ankara,Gölbaşı,Kızılcaşar,0-40739102,04-05-2023,4 + 1,280 m2,,Sıfır Bina,Kombi,2 Katlı,Uygun değil,Eşyalı Değil,3,Betonarme,Sıfır,Arsa,Evet (Site Adı Belirtilmemiş),Doğalgaz,,"8,6 km",939 m,"5,4 km","13,2 km",986 m,"2,8 km","1,9 km",6 km,699 m,786 m,"1,2 km","1,3 km","1,2 km","1,1 km","1,1 km","1,3 km",12.500.000 TL,Boş,Hayır,,,Güney,,,,,,,,,,,,,
173,Ankara,Mamak,Şahintepe,44716-8362,03-05-2023,3 + 1,120 m2,3. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,9 km",42 m,984 m,8 km,1 km,1 km,590 m,2 km,"4,8 km",4 km,422 m,286 m,195 m,88 m,"2,6 km",172 m,1.400.000 TL,Mülk Sahibi,Hayır,7.000 TL,60 TL,"Güney, Batı",,,,,,,,,,,,,
174,Ankara,Mamak,Şirintepe,44716-8359,26-04-2023,4 + 1,300 m2,En Üst Kat,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,4 km",58 m,"1,4 km","8,4 km","1,5 km","1,5 km",6 m,"2,1 km","5,4 km","4,5 km",112 m,563 m,104 m,143 m,2 km,395 m,2.849.000 TL,Mülk Sahibi,Hayır,12.000 TL,120 TL,"Güney, Batı",,,,,,,,,,,,,
175,Ankara,Mamak,Şahintepe,44716-8350,03-05-2023,3 + 1,120 m2,2. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,7 km",20 m,"1,1 km","7,8 km",844 m,838 m,685 m,"1,9 km","4,7 km","3,9 km",567 m,444 m,110 m,135 m,"2,7 km",280 m,1.388.000 TL,Mülk Sahibi,Hayır,8.000 TL,55 TL,"Güney, Batı",,,,,,,,,,,,,
176,Ankara,Çankaya,Keklik Pınarı,99900-1232,10-05-2023,2 + 1,98 m2,Kot 1,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"6,2 km",62 m,462 m,7 km,"1,5 km","1,4 km",423 m,"1,3 km","1,7 km","8,2 km",882 m,903 m,111 m,137 m,"1,2 km",909 m,1.290.000 TL,Mülk Sahibi,Hayır,5.000 TL,100 TL,Doğu,,,,,,,,,,,,,
177,Ankara,Çankaya,Seyranbağları,0-40274576,08-05-2023,3 + 1,115 m2,2. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,,,,,,,,,,,,,,,,,,2.100.000 TL,Mülk Sahibi,Hayır,10.000 TL,75 TL,Doğu,,,,,,,,,,,,,
178,Ankara,Pursaklar,Fatih,20040-199,01-05-2023,3 + 1,125 m2,Giriş Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"5,9 km",195 m,478 m,,"1,2 km","1,2 km",187 m,"1,5 km",9 km,"6,6 km",189 m,175 m,234 m,63 m,"6,2 km",180 m,1.950.000 TL,Boş,Hayır,,,"Güney, Doğu","10,7 km",,,,,,,,,,,,
179,Ankara,Pursaklar,Fatih,20040-214,02-05-2023,4 + 1,185 m2,2. Kat,10 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"5,9 km",193 m,485 m,,"1,2 km","1,2 km",181 m,"1,5 km",9 km,"6,5 km",183 m,169 m,234 m,71 m,"6,2 km",178 m,2.950.000 TL,Boş,Evet,,,Doğu,"10,7 km",,,,,,,,,,,,
180,Ankara,Çankaya,Çayyolu,129032-179,08-05-2023,5 + 2,580 m2,,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Kat Mülkiyeti,,,Evet,"1,8 km",303 m,"2,9 km","9,8 km",757 m,754 m,801 m,"1,5 km","4,7 km","2,5 km",121 m,121 m,517 m,518 m,"1,3 km",807 m,11.350.000 TL,Boş,Hayır,,,"Kuzey, Güney, Doğu, Batı",,,,,,,,,,,,,
181,Ankara,Keçiören,Karakaya,131302-480,04-05-2023,3 + 1,130 m2,3. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,Doğalgaz,,"5,8 km",147 m,"1,4 km",,"4,3 km","1,8 km",232 m,"4,3 km",6 km,6 km,379 m,702 m,122 m,123 m,"3,8 km",79 m,1.649.000 TL,Boş,,,,,"14,7 km",,,,,,,,,,,,
182,Ankara,Mamak,Mutlu,63484-4529,11-04-2023,3 + 1,122 m2,3. Kat,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,8 km",22 m,263 m,8 km,"1,3 km","1,3 km",229 m,"1,9 km","4,4 km","3,7 km",332 m,824 m,146 m,123 m,"2,9 km",303 m,1.530.000 TL,Boş,Hayır,,,"Güney, Doğu",,,,,,,,,,,,,
183,Ankara,Mamak,Karaağaç,63484-4540,29-04-2023,3 + 1,118 m2,1. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,,,,,,,,,,,,,,,,,1.280.000 TL,Boş,Hayır,,,"Güney, Doğu",,,,,,,,,,,,,
184,Ankara,Yenimahalle,Yeni Batı,89065-259,30-04-2023,4 + 1,170 m2,4. Kat,Sıfır Bina,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,,,,,,,,,,,,,,,,,3.990.000 TL,Boş,Evet,8.000 TL,,"Güney, Doğu",,,,,,,,,,,,,
185,Ankara,Etimesgut,Yeni Bağlıca,89065-232,05-03-2023,5 + 1,340 m2,,Sıfır Bina,Kombi,2 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Kat Mülkiyeti,Evet (Site Adı Belirtilmemiş),Doğalgaz,Evet,"4,9 km",270 m,"4,8 km","15,4 km","4,6 km","5,4 km",683 m,"1,5 km","2,6 km","8,4 km",348 m,435 m,639 m,"1,1 km","3,9 km",812 m,13.000.000 TL,Boş,Evet,18.000 TL,250 TL,"Kuzey, Güney, Doğu, Batı",,,,,,,,,,,,,
186,Ankara,Yenimahalle,Yeni Batı,89065-121,04-05-2023,3 + 1,148 m2,,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,Sıfır,Kat İrtifakı,Evet (Site Adı Belirtilmemiş),Doğalgaz,Evet,2 km,174 m,"4,7 km","10,8 km","1,7 km","1,6 km","1,6 km","1,4 km","1,3 km","7,5 km",559 m,"1,1 km",771 m,34 m,"2,4 km",325 m,4.900.000 TL,Boş,Evet,3.000 TL,150 TL,"Kuzey, Güney, Doğu, Batı",,,,,,,,,,,,,
187,Ankara,Çankaya,Alacaatlı,1889-258,03-05-2023,4 + 1,220 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),,Uygun,Eşyalı Değil,2,,,,,,,"4,3 km",8 m,"5,3 km","14,1 km","1,9 km","1,9 km",444 m,"2,6 km","4,4 km","5,4 km",65 m,70 m,730 m,104 m,"3,7 km",98 m,5.350.000 TL,,,,,,,,,,,,,,,,,,
188,Ankara,Çankaya,Alacaatlı,1889-277,03-05-2023,4 + 1,180 m2,1. Kat,2 Yaşında,Merkezi (Pay Ölçer),25 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,ankalife prestij,Doğalgaz,Evet,,,,,,,,,,,,,,,,,5.850.000 TL,Mülk Sahibi,Hayır,,650 TL,,,,,,,,,,,,,,
189,Ankara,Keçiören,Ovacık,5116-877,27-04-2023,4 + 1,230 m2,3. Kat,2 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,2 km",84 m,"2,4 km",,"2,4 km","2,3 km",585 m,"2,3 km","1,9 km","3,3 km",276 m,316 m,887 m,718 m,697 m,890 m,6.249.000 TL,Mülk Sahibi,Evet,10.000 TL,350 TL,"Güney, Doğu, Batı","17,9 km",,,,,,,,,,,,
